id,name,yamakei,yamap,wikipedia,yamakei_id,yamap_id,wikipedia_title
101283,高宕山,X,O,O,,15774,高宕山
101284,愛宕山,X,O,O,,15766,愛宕山 (南房総市)
101285,矢倉岳,X,O,O,,15750,矢倉岳
101287,明神ヶ岳,X,O,O,,19981,明神ヶ岳 (神奈川県)
101288,明星ヶ岳,X,O,O,,19983,明星ヶ岳 (神奈川県)
101289,小塚山,X,O,O,,15767,台ヶ岳
101290,台ヶ岳,X,O,O,,15768,台ヶ岳
101291,浅間山,X,O,O,,15772,箱根山
101292,台山,X,O,X,,15769,
101293,曽我山・不動山,X,O,X,,9773,
101295,高山,X,O,X,,15771,
101296,鷹取山,X,O,X,,505,
101297,高麗山,X,O,O,,506,高麗山
101298,天台山,X,O,X,,2975,
101299,大平山,X,O,X,,5352,
101300,源氏山,X,O,X,,15791,
101301,衣張山,X,O,X,,15792,
101302,二子山,X,O,X,,3485,
101303,阿部倉山,X,O,O,,16650,大楠山
101304,仙元山,X,O,X,,3202,
101305,大峰山,X,O,X,,3512,
101306,仏塚山,X,O,X,,15776,
101307,鷹取山,X,O,O,,3550,鷹取山 (横須賀市・逗子市)
101308,畠山,X,O,X,,3487,
101309,神明山,X,O,X,,15778,
101310,稲荷山,X,O,X,,15779,
101311,三舟山,X,O,O,,15780,三舟山
101312,大塚山,X,O,X,,15781,
101314,大塚山,X,O,X,,15782,
101315,高鶴山,X,O,X,,15783,
101316,嶺岡浅間,X,O,X,,1824,
101319,欠の山,X,O,X,,15784,
101320,上の木山,X,O,X,,15785,
101321,大塚山,X,O,X,,15793,
101323,三石山,X,O,O,,568,三石山 (千葉県)
101324,八良塚,X,X,X,,,
101325,元清澄山,X,O,O,,584,三石山 (千葉県)
101326,殿中山,X,O,X,,15786,
101327,石尊山,X,O,O,,15777,石尊山
101328,御嶽山,X,O,X,,15787,
101329,野々塚,X,X,X,,,
101330,荒木根山,X,O,X,,15788,
101331,愛宕山,X,O,O,,15789,愛宕山 (南房総市)
101332,富士見ヶ丘,X,X,X,,,
101333,富士山,X,O,X,,15790,
101334,浅間山,X,O,X,,15794,
101335,伊藤大山,X,O,X,,15795,
101336,高塚山,X,O,X,,15796,
101337,鍛冶兼山,X,O,X,,15797,
101338,羽黒山,X,O,X,,15798,
101339,根方山,X,O,X,,15799,
101340,城山,X,O,X,,15800,
101342,阿岳,X,O,X,,15802,
101343,荒峰山,X,O,X,,15824,
101344,焼山,X,O,X,,15826,
101345,天狗森山,X,O,X,,15820,
101346,鯉子山,X,O,X,,15803,
101347,掃木沢山,X,O,X,,15804,
101348,三階峰,X,X,X,,,
101349,松沢山,X,O,X,,15805,
101350,亀沢山,X,O,X,,4827,
101351,大川入山,X,O,O,,15825,大川入山
101352,高嶺,X,O,X,,15806,
101353,長者峰,X,X,X,,,
101354,横岳,X,O,X,,3474,
101355,蛇峠山,X,O,O,,4715,大川入山
101356,長根山,X,O,X,,15807,
101357,分外山,X,O,X,,15808,
101358,陽船山,X,O,X,,15809,
101359,八尺山,X,O,X,,15810,
101360,芦畑山,X,O,X,,15811,
101361,汗馬山,X,O,X,,15812,
101362,庄田山,X,O,X,,15813,
101363,金森山,X,O,X,,15814,
101364,炭焼山,X,O,X,,15815,
101365,鍵懸山,X,O,X,,15816,
101366,前山,X,O,X,,15817,
101368,梨子野山,X,O,X,,15517,
101369,高鳥屋山,X,O,X,,15822,
101370,神坂山,X,O,O,,15821,富士見台高原
101371,夜烏山,X,O,X,,15818,
101372,網掛山,X,O,X,,15827,
101373,城山,X,O,X,,15819,
101374,日の入山,X,O,O,,15828,大川入山
101375,三ッ山,X,O,X,,15829,
101376,二ッ山,X,O,X,,15830,
101377,城山,X,O,X,,15831,
101378,高森山,X,O,X,,15832,
101379,水晶山,X,O,X,,15833,
101381,毛無山,X,O,X,,15834,
101382,鬼ヶ城山,X,O,X,,15835,
101383,氏乗山,X,O,O,,15836,鬼ヶ城山 (長野県)
101384,喬木山,X,O,O,,15837,鬼ヶ城山 (長野県)
101385,二本松山,X,O,X,,15838,
101386,権現山,X,O,X,,15839,
101387,曽山,X,O,X,,15840,
101388,卯月山,X,O,X,,15841,
101389,野池山,X,O,X,,15842,
101390,男埵山,X,O,X,,15843,
101391,賤母山,X,O,X,,15844,
101392,高土幾山,X,O,X,,15845,
101393,梵天山,X,O,X,,15846,
101394,高峰山,X,O,O,,15847,高峰楽器製作所
101395,兀岳,X,O,O,,15848,兀岳
101396,南沢山,X,O,X,,2087,
101398,大島山,X,O,O,,15849,念丈岳
101399,鷹巣山,X,O,X,,15850,
101400,虚空蔵山,X,O,X,,8120,
101401,大入山,X,O,X,,15851,
101402,高鳥谷山,X,O,O,,15852,戸倉山 (伊那市・駒ヶ根市)
101403,障子山,X,O,X,,15853,
101404,日影山,X,O,X,,15854,
101405,日向山,X,O,X,,15855,
101406,本山,X,O,X,,15856,
101407,下烏帽子山,X,O,X,,15857,
101408,旭山,X,O,X,,15858,
101409,高関山,X,O,X,,15859,
101410,夕森山,X,O,O,,15860,奥三界岳
101411,飯盛山,X,O,X,,15861,
101412,伊勢山,X,O,X,,15863,
101413,城ヶ根山,X,O,X,,15864,
101414,摺鉢山,X,O,X,,15865,
101415,後山,X,O,X,,15866,
101416,城山,X,X,X,,,
101417,高曽根山,X,O,X,,15868,
101419,風穴山,X,O,O,,15869,摺古木山
101421,高山,X,O,X,,15870,
101422,念丈岳,X,O,O,,15884,念丈岳
101423,小八郎岳,X,O,O,,15882,烏帽子岳 (木曽山脈)
101424,大島山,X,O,O,,15885,念丈岳
101426,本高森山,X,O,O,,15886,念丈岳
101427,前高森山,X,O,X,,15883,
101428,奥念丈岳,X,O,O,,15881,念丈岳
101429,吉田山,X,O,X,,15871,
101430,烏帽子岳,X,O,X,,15887,
101431,馬原山,X,O,X,,15872,
101432,大嶺山,X,O,X,,15873,
101433,阿寺山,X,O,O,,15874,奥三界岳
101434,砂小屋山,X,O,X,,15875,
101436,横山,X,O,X,,15876,
101437,糸瀬山,X,O,O,,2444,糸瀬山
101438,鳥捕山,X,X,X,,,
101439,大鈴山,X,O,X,,15878,
101444,池山,X,O,O,,2663,空木岳
101449,黒覆山,X,O,X,,15888,
101450,傘山,X,O,X,,15899,
101451,陣馬形山,X,O,O,,15898,陣馬形山
101452,甚太郎山,X,O,X,,15889,
101453,卒塔婆山,X,O,X,,15890,
101454,西股山,X,O,O,,15891,阿寺山地
101455,愛宕山,X,O,X,,15892,
101456,風越山,X,O,O,,2743,風越山 (上松町)
101457,加瀬木山,X,X,X,,,
101458,台ヶ峰,X,X,X,,,
101459,上ノ沢山,X,O,X,,15894,
101461,赤林山,X,O,X,,15895,
101464,木曽前岳,X,O,O,,2745,木曽駒ヶ岳
101466,中岳,X,O,O,,2747,木曽駒ヶ岳
101468,伊那前岳,X,O,O,,2757,木曽駒ヶ岳
101469,黒川山,X,O,X,,15896,
101470,烏帽子山,X,O,X,,15897,
101472,権現山,X,O,X,,2759,
101473,物見や城,X,X,X,,,
101474,三笠山,X,O,X,,7899,
101475,城山,X,O,X,,15900,
101478,山吹山,X,O,X,,15902,
101479,水沢山,X,O,X,,15903,
101480,三ッ森,X,X,X,,,
101481,城山,X,O,X,,15904,
101482,辰ヶ峰,X,X,X,,,
101483,大笹沢山,X,O,X,,15905,
101484,奥峰,X,X,X,,,
101485,三沢山,X,O,X,,15906,
101486,高遠山,X,O,X,,15907,
101487,峠山,X,O,X,,15908,
101488,坊主岳,X,O,O,,2990,経ヶ岳 (長野県)
101489,大滝山,X,O,X,,15909,
101490,大城山,X,O,X,,15910,
101491,荒神山,X,O,X,,15911,
101492,城山,X,O,X,,15912,
101493,楡沢山,X,O,X,,15913,
101494,穴倉山,X,O,X,,15914,
101495,桑沢山,X,O,X,,13955,
101496,近江山,X,O,X,,15915,
101497,長畑山,X,O,X,,15918,
101498,黒沢山,X,O,O,,15919,黒沢山
101499,御池山,X,O,O,,7629,御池山クレーター
101500,加加森山,X,O,O,,15935,池口岳
101501,矢筈山,X,O,X,,15920,
101502,平谷山,X,O,X,,15921,
101504,イザルガ岳,X,O,O,,8739,光岳
101505,易老岳,X,O,O,,15936,光岳
101506,笠松山,X,O,X,,15922,
101510,畑薙山,X,O,O,,399,茶臼岳 (赤石山脈)
101511,上千枚山,X,O,O,,15923,上河内岳
101513,稲又山,X,O,X,,15929,
101515,青笹山,X,O,X,,15934,
101517,鷹取山,X,O,O,,15924,身延山地
101519,粟倉山,X,O,X,,15926,
101520,大野山,X,O,O,,15927,本遠寺
101521,三石山,X,O,O,,15928,思親山
101522,長者ヶ岳,X,O,O,,4725,長者ヶ岳
101524,二ッ山,X,O,X,,15930,
101525,永山,X,O,X,,15931,
101526,幸助山,X,O,X,,15932,
101527,東剣,X,X,X,,,
101528,棧敷山,X,O,X,,15933,
101530,白山岳,X,X,X,,,
101531,丸山,X,O,X,,15937,
101532,宝永山,X,X,O,,,宝永山
101533,小富士,X,X,X,,,
101534,大洞山,X,O,X,,1034,
101535,三味線林山,X,O,X,,15938,
101536,三国山,X,O,O,,15940,三国山 (神奈川県・山梨県・静岡県)
101537,前茶臼山,X,O,O,,15939,奥茶臼山
101538,尾高山,X,O,O,,15950,尾高山 (長野県)
101539,立俣山,X,O,O,,15941,兎岳 (長野県)
101540,丸山,X,O,X,,15942,
101544,高山,X,O,X,,15944,
101547,奥聖岳,X,O,O,,8753,聖岳
101549,白蓬ノ頭,X,X,X,,,
101551,小赤石岳,X,O,O,,15943,荒川岳
101555,鳥森山,X,O,X,,8743,
101556,千枚岳,X,O,O,,15946,荒川岳
101557,マンノー沢頭,X,X,O,,,荒川岳
101559,大黒山,X,O,X,,15948,
101560,大金山,X,O,X,,15949,
101561,御殿山,X,O,X,,15951,
101562,富士見山,X,O,X,,5084,
101563,醍醐山,X,O,X,,15952,
101564,城山,X,O,X,,15953,
101565,雨ヶ岳,X,O,O,,15977,雨ヶ岳
101566,竜ヶ岳,X,O,X,,15954,
101567,城山,X,O,X,,15955,
101568,烏帽子岳,X,O,X,,15956,
101569,片蓋山,X,O,X,,15957,
101570,大室山,X,O,X,,15958,
101571,紅葉台,X,O,O,,4844,足和田山
101572,長尾山,X,O,X,,15959,
101573,天神山,X,O,X,,15960,
101574,イガドノ山,X,O,X,,15961,
101575,弓射塚,X,X,X,,,
101576,足和田山,X,O,O,,15962,足和田山
101577,大塚山,X,O,X,,15963,
101578,城山,X,O,X,,15964,
101579,小倉山,X,O,X,,8267,
101580,高座山,X,O,O,,3377,杓子山
101581,杓子山,X,O,O,,15975,杓子山
101583,石割山,X,O,O,,3347,石割山
101585,大平山,X,O,X,,3349,
101586,白沢山,X,O,X,,15967,
101588,栂村山,X,O,X,,15968,
101587,大西山,X,O,O,,15966,大西山
101589,青田山,X,O,O,,15969,奥茶臼山
101590,鳥倉山,X,O,O,,15970,烏帽子岳 (赤石山脈)
101591,豊口山,X,O,O,,15971,烏帽子岳 (赤石山脈)
101592,除山,X,O,X,,15972,
101593,小黒山,X,O,X,,15973,
101600,権右衛門山,X,O,O,,16895,塩見岳
101601,石ノ倉,X,X,X,,,
101606,白剝山,X,O,X,,15988,
101607,別当代山,X,O,X,,15981,
101608,森山,X,O,X,,15982,
101610,源氏山,X,O,X,,15990,
101609,丸山,X,O,X,,15983,
101611,八町山,X,O,X,,15984,
101612,大畠山,X,O,X,,15985,
101613,蛾ヶ岳,X,O,X,,5076,
101614,米倉山,X,O,O,,15987,米倉山太陽光発電所
101615,大平山,X,O,X,,15989,
101616,三方分山,X,O,O,,5057,御坂山地
101617,釈迦ヶ岳,X,O,O,,19986,釈迦ヶ岳 (笛吹市)
101618,日蔭山,X,O,X,,15991,
101620,滝戸山,X,O,O,,3458,御坂山地
101619,貉山,X,O,X,,3438,
101621,尾股山,X,O,X,,15992,
101622,王岳,X,O,O,,8350,御坂山地
101624,春日山,X,O,X,,16006,
101623,名所山,X,O,O,,15993,御坂山地
101627,金山,X,O,X,,16009,
101625,天狗山,X,O,X,,15996,
101628,鬼ヶ岳,X,O,O,,6761,十二ヶ岳 (山梨県)
101629,十二ヶ岳,X,O,O,,16008,十二ヶ岳 (山梨県)
101631,大栃山,X,O,X,,16014,
101630,毛無山,X,O,O,,3564,十二ヶ岳 (山梨県)
101633,破風山,X,O,O,,3563,御坂山地
101634,烏帽子山,X,O,X,,15997,
101636,御坂山,X,O,O,,3565,御坂山地
101635,鍵掛,X,X,O,,,御坂山地
101640,御巣鷹山,X,O,O,,3319,三つ峠
101638,木無山,X,X,O,,,三つ峠
101641,清八山,X,O,O,,3320,御坂山地
101642,本社ヶ丸,X,O,X,,3321,
101643,金峰山,X,O,X,,16000,
101644,鶴ヶ鳥屋山,X,O,O,,3322,笹子雁ヶ腹摺山
101645,霜山,X,O,X,,3323,
101646,高川山,X,O,O,,16013,高川山
101648,生出山,X,O,X,,16002,
101647,城山,X,O,X,,16001,
101650,大萱山,X,O,X,,16003,
101649,九鬼山,X,O,O,,6726,九鬼山
101651,高森山,X,O,X,,16004,
101652,二児山,X,O,O,,16007,戸倉山 (伊那市・駒ヶ根市)
101654,笹山,X,O,X,,16012,
101653,黒河山,X,O,X,,16011,
101656,樺山,X,O,X,,16015,
101655,入山,X,O,X,,13948,
101661,中白根山,X,O,O,,14404,中白根山
101662,三峰岳,X,O,O,,16029,三峰岳
101668,雨池山,X,O,X,,16018,
101669,高山,X,O,X,,16019,
101670,高谷山,X,O,X,,16030,
101671,大崖頭山,X,O,X,,16020,
101674,城山,X,O,X,,16021,
101673,丸山,X,O,X,,5018,
101675,愛宕山,X,O,O,,16022,山梨県立愛宕山こどもの国
101676,八人山,X,O,X,,16023,
101677,大蔵経寺山,X,O,O,,16035,大蔵経寺山
101678,大堀山,X,O,X,,16024,
101679,旭山,X,O,X,,16025,
101680,蜂城山,X,O,X,,3784,
101681,達沢山,X,O,O,,7314,御坂山地
101682,大沢山,X,O,O,,16034,小楢山
101683,茶臼山,X,O,X,,7315,
101684,石尊山,X,O,X,,16028,
101685,二本木山,X,O,X,,7329,
101686,嶮ヶ峰,X,X,X,,,
101687,大谷ヶ丸,X,O,O,,6608,大蔵高丸
101688,峰の山,X,O,X,,16032,
101689,滝子山,X,O,O,,4500,滝子山
101690,ハマイバ丸,X,O,O,,6649,大蔵高丸
101691,岩殿山,X,O,O,,14738,百蔵山
101692,百蔵山,X,O,O,,19994,百蔵山
101694,松峰,X,X,X,,,
101695,地蔵岳,X,O,O,,16036,鳳凰山
101697,小瀬戸山,X,O,X,,16038,
101696,丸山,X,X,X,,,
101699,小仙丈ヶ岳,X,O,O,,16040,仙丈ヶ岳
101698,大仙丈ヶ岳,X,O,O,,3169,仙丈ヶ岳
101712,離山,X,O,X,,16049,
101702,横川岳,X,O,X,,3167,
101713,燕頭山,X,O,O,,16058,鳳凰山
101716,御所山,X,O,X,,11752,
101717,千頭星山,X,O,O,,16059,甘利山
101718,荒倉山,X,O,O,,16051,伊那荒倉岳
101720,旭山,X,O,X,,16053,
101719,甘利山,X,O,O,,16052,甘利山
101722,片山,X,O,X,,16055,
101721,鷹の巣山,X,O,X,,16054,
101723,羅漢寺山,X,O,O,,3266,弥三郎岳
101724,要害山,X,O,X,,7092,
101725,帯那山,X,O,O,,1786,帯那山
101726,棚山,X,O,O,,7212,棚山 (山梨県)
101728,霞森山,X,O,X,,16042,
101727,兜山,X,O,X,,16046,
101730,小田野山,X,O,X,,16044,
101729,天狗山,X,O,X,,16043,
101731,荒神山,X,O,X,,16047,
101732,扇山,X,O,X,,16048,
101733,小倉山,X,O,X,,15133,
101734,大滝山,X,O,X,,407,
101735,源次郎岳,X,O,O,,16061,源次郎岳
101738,黒岳,X,O,O,,14788,大菩薩連嶺
101740,恩若峯,X,X,X,,,
101739,大蔵高丸,X,O,O,,16060,大蔵高丸
101741,砥山,X,O,X,,16062,
101742,大マテイ山,X,O,O,,16063,奈良倉山
101743,姥子山,X,O,O,,6679,雁ヶ腹摺山
101744,大峰,X,X,X,,,
101745,奈良倉山,X,O,O,,16074,奈良倉山
101746,向山,X,O,X,,513,
101748,高烏谷山,X,O,X,,8763,
101747,高尾山,X,O,X,,16064,
101749,五郎山,X,O,X,,16065,
101750,三界山,X,O,O,,16076,戸倉山 (伊那市・駒ヶ根市)
101751,三ッ石山,X,O,X,,16066,
101752,白岩岳,X,O,X,,16067,
101753,編笠山,X,O,O,,16068,編笠山
101754,横岳,X,O,O,,16073,八ヶ岳
101756,嫦娥岳,X,O,X,,16069,
101757,烏帽子岳,X,O,X,,16070,
101758,三ッ頭,X,X,O,,,権現岳 (八ヶ岳)
101760,坊主山,X,O,X,,16071,
101762,雨乞岳,X,O,O,,16072,雨乞岳 (山梨県)
101761,大岩山,X,O,X,,2059,
101764,日向山,X,O,O,,16090,雨乞岳 (山梨県)
101765,鞍掛山,X,O,O,,2068,鋸岳 (赤石山脈)
101766,黒戸山,X,O,O,,16077,甲斐駒ヶ岳
101767,中山,X,O,X,,16092,
101768,斑山,X,O,X,,902,
101769,金ヶ岳,X,O,O,,4918,金ガ岳
101771,太刀岡山,X,O,O,,16094,曲岳
101772,曲岳,X,O,O,,16095,曲岳
101773,黒富士,X,O,O,,16096,燕岩岩脈
101774,中津森,X,X,X,,,
101776,剣ガ峰,X,X,X,,,
101775,水ヶ森,X,O,O,,14449,水ヶ森
101777,倉沢山,X,O,O,,16078,乙女高原
101779,差山,X,X,X,,,
101781,小烏山,X,O,X,,16080,
101780,大烏山,X,O,X,,16079,
101782,大久保山,X,O,X,,16081,
101784,倉掛山,X,O,O,,15134,倉掛山
101785,鈴庫山,X,O,X,,15135,
101786,高芝山,X,O,X,,15187,
101787,石保戸山,X,O,X,,16082,
101789,藤尾山,X,O,X,,16083,
101790,岩岳,X,O,X,,16084,
101791,前飛竜,X,X,O,,,飛竜山
101792,熊倉山,X,O,O,,16091,熊倉山 (埼玉県)
101794,芦沢山,X,O,X,,16086,
101795,中指山,X,O,X,,16087,
101796,サカリ山,X,O,X,,16088,
101797,丹波天平,X,O,X,,16103,
101798,七ッ石山,X,O,O,,423,雲取山
101799,鹿倉山,X,O,O,,16098,雲取山
101800,大寺山,X,O,X,,16099,
101801,赤指山,X,O,X,,16100,
101802,高丸山,X,O,X,,16116,
101803,日蔭名栗山,X,O,X,,16117,
101804,不動ヶ峰,X,X,X,,,
101805,鉢伏山,X,O,X,,16101,
101806,不動峰,X,X,X,,,
101807,月蔵山,X,O,O,,16102,月蔵山
101809,程久保山,X,O,X,,16104,
101810,釜無山,X,O,O,,16105,入笠山
101811,堤山,X,O,X,,16106,
101812,旭山,X,O,X,,10758,
101813,飯盛山,X,O,O,,16114,奥秩父山塊
101816,飯森山,X,O,O,,16107,飯盛山 (長野県南佐久郡)
101817,小川山,X,O,O,,2099,小川山
101818,八幡山,X,O,X,,16108,
101819,向山,X,O,X,,16109,
101820,屋根岩,X,X,O,,,小川山
101823,鉄山,X,O,X,,16110,
101824,奥千丈岳,X,O,O,,16111,奥千丈岳
101827,雨降山,X,O,X,,16113,
101828,黒金山,X,O,O,,16112,黒金山 (山梨県)
101829,鶏冠山,X,O,O,,432,鶏冠山 (山梨県山梨市)
101832,雁坂嶺,X,O,O,,16130,水晶山 (奥秩父)
101833,水晶山,X,O,O,,16131,水晶山 (奥秩父)
101834,古礼山,X,O,O,,16133,水晶山 (奥秩父)
101835,笠取山,X,O,O,,7289,笠取山 (奥秩父)
101837,牛王院平,X,O,X,,16120,
101838,破風山,X,O,O,,16132,破風山
101840,東仙波,X,X,O,,,和名倉山
101841,竜喰山,X,O,O,,16122,唐松尾山
101842,大常木山,X,O,X,,16123,
101844,三ッ山,X,O,O,,16124,雲取山
101845,小雲取山,X,O,O,,16128,雲取山
101847,妙法ヶ岳,X,O,O,,874,妙法ヶ岳 (埼玉県)
101848,霧藻ヶ峰,X,X,O,,,霧藻ヶ峰
101849,白岩山,X,O,O,,9591,白岩山 (埼玉県)
101850,長沢山,X,O,X,,3716,
101851,水松山,X,O,X,,16125,
101852,天祖山,X,O,X,,3722,
101853,小式部城山,X,O,X,,16126,
101854,花戸屋,X,X,X,,,
101855,三つ峰,X,X,X,,,
101857,小泉山,X,O,X,,16127,
101858,大泉山,X,O,X,,16134,
101859,雀ヶ森,X,X,X,,,
101862,立場岳,X,O,X,,16136,
101863,美濃戸中山,X,O,O,,16137,赤岳 (八ヶ岳山系)
101875,牛首山,X,O,X,,2152,
101876,美し森,X,O,O,,1948,美し森
101877,丸山,X,O,X,,16139,
101878,二ッ山,X,O,X,,16140,
101879,天女山,X,O,O,,2340,権現岳 (八ヶ岳)
101880,愛宕山,X,O,X,,16141,
101881,酒松山,X,X,X,,,
101882,森山,X,O,X,,16143,
101883,女山,X,O,O,,16144,横尾山
101884,男山,X,O,X,,16149,
101885,赤顔山,X,O,O,,16145,大深山遺跡
101886,天狗山,X,O,X,,949,
101887,高登谷山,X,O,X,,16146,
101888,御陵山,X,O,X,,16147,
101889,扇平山,X,O,X,,16148,
101890,長峰,X,X,X,,,
101891,五郎山,X,O,O,,16135,奥秩父山塊
101892,三国山,X,O,X,,16157,
101893,大山,X,O,X,,16162,
101894,白泰山,X,O,O,,16161,白泰山
101895,御岳山,X,O,O,,16163,秩父御岳山
101896,四阿屋山,X,O,O,,16154,四阿屋山 (埼玉県秩父郡)
101897,熊倉山,X,O,O,,16166,熊倉山 (埼玉県)
101898,不老山,X,O,O,,1855,不老山 (神奈川県)
101899,城山,X,O,X,,16151,
101900,浅間山,X,O,O,,16152,箱根山
101901,丸山,X,O,X,,16153,
101902,高松山,X,O,X,,16155,
101903,滝ノ山,X,O,O,,16156,六甲山
101904,権現山,X,O,O,,1616,権現山 (丹沢 箒沢)
101905,東ノ峰,X,O,X,,1352,
101906,弘法山,X,O,O,,16169,弘法山
101907,槇ノ尾山,X,O,X,,16158,
101908,六国見山,X,O,O,,3938,六国見山
101909,円海山,X,O,O,,3949,円海山
101910,太田山,X,O,X,,16160,
101911,権現山,X,O,O,,16171,権現山 (丹沢 世附)
101912,大界木山,X,O,O,,16170,大界木山
101913,畦ヶ丸山,X,O,O,,19992,畦ヶ丸
101914,屛風岩山,X,O,X,,16165,
101915,権現山,X,O,O,,16168,権現山 (丹沢 箒沢)
101916,檜洞丸,X,O,O,,16167,檜洞丸
101917,檜岳,X,O,O,,16172,檜岳
101918,雨山,X,O,X,,15532,
101920,鍋割山,X,O,O,,248,鍋割山 (神奈川県)
101922,東峰,X,X,O,,,本間ノ頭
101923,三ッ峰・中峰,X,O,O,,4023,円山木ノ頭
101924,西峰,X,X,O,,,太礼ノ頭
101925,新大日,X,X,O,,,新大日
101926,行者ヶ岳,X,O,O,,15526,塔ノ岳
101927,烏尾山,X,O,O,,16174,烏尾山
101928,高畑山,X,O,O,,16177,丹沢山
101930,三峰山,X,O,X,,3870,
101931,浅間山,X,O,X,,16179,
101932,辺室山,X,O,O,,16180,辺室山
101933,鐘ヶ嶽,X,X,X,,,
101934,華厳山,X,O,O,,16181,華厳山
101935,高取山,X,O,O,,1011,中津山地
101936,白山,X,O,X,,1738,
101937,高松山,X,O,X,,16175,
101938,高畑山,X,O,O,,14575,倉岳山
101939,倉岳山,X,O,O,,15034,倉岳山
101940,二十六夜山,X,O,O,,14576,御正体山
101941,阿夫利山,X,O,O,,15130,丹沢山地
101942,鳥井立,X,X,X,,,
101943,長尾,X,X,X,,,
101944,朝日山,X,O,X,,1981,
101945,菜畑山,X,O,O,,16194,道志山塊
101946,鐘撞山,X,O,O,,16182,大室山 (丹沢)
101948,加入道山,X,O,O,,16209,加入道山
101949,石老山,X,O,O,,15533,石老山
101950,峰山,X,O,X,,16183,
101951,仙洞寺山,X,O,O,,16206,仙洞寺山
101952,茨菰山,X,O,X,,16205,
101953,南山,X,O,X,,16207,
101954,焼山,X,O,O,,16198,焼山 (丹沢)
101955,黍殻山,X,O,O,,16199,黍殻山
101956,袖平山,X,O,O,,16197,袖平山
101957,石砂山,X,O,O,,16184,石砂山
101958,小倉山,X,X,X,,,
101959,箕ノ裏ヶ岳,X,O,X,,16186,
101960,経ヶ岳,X,O,O,,16211,経ヶ岳
101961,鳶尾山,X,O,X,,16187,
101962,城山,X,O,X,,16188,
101963,仏果山,X,O,O,,16212,仏果山
101964,高尾山,X,O,X,,16189,
101965,能岳,X,O,X,,16204,
101966,不老山,X,O,X,,16208,
101968,御前山,X,O,X,,16190,
101969,御前山,X,O,O,,16195,御前山 (東京都)
101970,御前山,X,O,O,,16191,御前山 (東京都)
101971,高柄山,X,O,O,,16196,道志山塊
101973,鷹取山,X,O,X,,16176,
101974,鉢岡山,X,O,X,,16192,
101976,孫山,X,O,X,,16193,
101977,堂所山,X,O,O,,14571,堂所山
101978,嵐山,X,O,O,,16201,嵐山
101979,景信山,X,O,O,,239,景信山
101980,城山,X,O,O,,14210,城山 (東京都・神奈川県)
101982,枡形山,X,O,O,,6068,生田緑地
101983,愛宕山,X,O,O,,16215,愛宕山 (東京都港区)
101985,松生山,X,O,X,,16229,
101986,浅間嶺,X,O,X,,20000,
101987,槇寄山,X,O,O,,16226,槇寄山
101988,大羽根山,X,O,O,,514,生藤山
101989,丸山,X,O,X,,515,
101990,土俵岳,X,O,O,,516,土俵岳
101991,馬頭刈山,X,O,O,,16222,大岳山 (東京都)
101992,高明山,X,O,X,,16227,
101993,勝峰山,X,O,X,,16216,
101994,金比羅山,X,O,X,,16213,
101995,城山,X,O,X,,16224,
101996,臼杵山,X,O,O,,20031,臼杵山 (東京都)
101997,刈寄山,X,O,O,,16223,刈寄山
101998,市道山,X,O,O,,20032,市道山
101999,熊倉山,X,O,O,,743,熊倉山 (東京都)
102000,生藤山,X,O,O,,16221,生藤山
102001,要倉山,X,O,X,,16217,
102002,大澄山,X,O,X,,16218,
102003,雹留山,X,O,X,,16219,
102004,浅間山,X,O,X,,1875,
102005,本仁田山,X,O,O,,753,川苔山
102006,六ッ石山,X,O,O,,16239,六ツ石山
102007,将門馬場,X,X,O,,,鷹ノ巣山 (東京都)
102008,城山,X,O,X,,16232,
102009,倉戸山,X,O,O,,16238,鷹ノ巣山 (東京都)
102010,天地山,X,O,X,,16231,
102011,サス沢山,X,O,O,,3629,御前山 (東京都)
102012,鋸山,X,O,X,,3630,
102013,御前山,X,O,O,,31,御前山 (東京都)
102014,イヨ山,X,O,O,,517,三頭山 (東京都)
102015,ヌカザス山,X,O,O,,511,三頭山 (東京都)
102016,月夜見山,X,O,X,,518,
102017,岩茸石山,X,O,O,,15488,岩茸石山
102018,高水山,X,O,O,,16242,高水山
102019,ズマド山,X,O,X,,2153,
102020,惣岳山,X,O,O,,16243,惣岳山
102021,雷電山,X,O,X,,16233,
102022,城山,X,O,X,,16234,
102023,大塚山,X,O,X,,3631,
102024,御岳山,X,O,O,,238,御岳山 (東京都)
102025,日の出山,X,O,O,,3632,日の出山
102026,鍋割山,X,O,O,,3633,鍋割山 (東京都)
102027,麻生山,X,O,X,,3634,
102028,高岩山,X,O,X,,3635,
102031,矢岳,X,O,X,,16240,
102033,大平山,X,O,X,,16236,
102034,有間山,X,X,O,,,大持山
102035,滝谷の峰,X,X,X,,,
102036,天目山,X,O,X,,3723,
102037,ウトウの頭,X,X,X,,,
102038,蕎麦粒山,X,O,O,,3649,蕎麦粒山 (東京都・埼玉県)
102039,神ノ浦山,X,O,X,,16246,
102040,八丁山,X,O,O,,16247,両神山
102042,蕨山,X,O,X,,4131,
102043,長尾丸山,X,O,X,,16248,
102044,赤久奈山,X,O,X,,16249,
102045,黒山,X,O,X,,16252,
102046,金比羅山,X,O,X,,16245,
102047,高畑山,X,O,X,,16256,
102048,大仁田山,X,O,X,,16250,
102049,周助山,X,O,X,,14007,
102050,天覚山,X,O,O,,2900,天覚山
