id,name,yamakei,yamap,wikipedia,yamakei_id,yamap_id,wikipedia_title
121098,焼山,X,O,O,,436,焼山 (択捉島)
121101,焼山,X,O,X,,9524,
121100,焼山,X,O,X,,4816,
121103,屋敷山,X,X,X,,,
121102,焼山,X,O,X,,15286,
121105,ヤシンタイノ頭,X,X,X,,,
121104,弥次平峰,X,X,O,,,台高山脈
121107,八祖山,X,O,X,,5417,
121106,安兵衛カル,X,X,X,,,
121109,ヤツウチグラ,X,O,X,,14797,
121108,矢平山,X,O,X,,6111,
121110,八ッ尾山,X,O,X,,4708,
121111,矢尽シ山,X,X,X,,,
121113,八峰頭,X,X,X,,,
121112,八辻山,X,X,O,,,高見山
121114,柳木ヶ峰,X,X,O,,,子持山
121115,柳沢ノ頭,X,X,O,,,大菩薩嶺
121117,簗谷山,X,O,X,,4000,
121116,矢名瀬のエバタ山,X,X,X,,,
121119,矢筈山,X,O,X,,3591,
121118,矢ノ音,X,X,X,,,
121121,八幡山,X,X,X,,,
121120,矢筈山,X,X,X,,,
121123,矢場ノ頭,X,X,X,,,
121122,矢場ノ頭,X,X,X,,,
121125,藪沢大滝ノ頭,X,X,X,,,
121124,矢櫃岳,X,X,X,,,
121127,ヤブ沢ノ頭,X,X,X,,,
121126,ヤブ沢ノ頭,X,X,X,,,
121128,屋船山,X,O,X,,20136,
121129,ヤヘ峰,X,X,X,,,
121130,山大納山,X,X,X,,,
121131,山形神室岳,X,O,X,,14285,
121132,山神堂,X,X,X,,,
121133,山田山,X,X,X,,,
121135,大和岳,X,O,X,,5050,
121134,山天の高,X,X,X,,,
121136,山中山,X,X,X,,,
121137,山中山,X,X,X,,,
121139,トチ平,X,O,X,,15305,
121138,山の神,X,X,X,,,
121140,山ノ神,X,X,X,,,
121141,山ノ神ノ頭,X,X,X,,,
121142,山ノ神山,X,X,X,,,
121143,山彦ノ北ノ耳,X,X,X,,,
121146,矢本岳,X,X,X,,,
121144,山彦ノ南ノ耳,X,X,X,,,
121147,槍ヶ先,X,X,X,,,
121148,槍ヶ岳,X,O,X,,4879,
121149,槍立ピーク,X,X,X,,,
121150,槍見台,X,X,O,,,霞沢岳
121152,湧出岳,X,O,O,,1343,金剛山 (金剛山地)
121151,悠久山,X,X,O,,,悠久山
121154,ユーフン山,X,O,X,,9295,
121153,夕日アタリ,X,X,X,,,
121155,弓掛谷山,X,X,X,,,
121156,雪ヶ岳,X,X,X,,,
121157,雪見ヶ岳,X,O,X,,6517,
121158,雪山岳,X,X,X,,,
121159,湯久保山,X,O,X,,15065,
121160,湯坂山,X,O,O,,8829,浅間山 (箱根町)
121162,湯沢峰,X,X,X,,,
121161,湯沢の頭,X,X,X,,,
121163,湯沢峰,X,X,X,,,
121164,ユズリハ森,X,X,X,,,
121166,湯ノ谷山,X,X,X,,,
121165,湯ノ沢ノ頭,X,X,X,,,
121167,湯沼,X,X,X,,,
121168,指谷奥山,X,O,X,,14656,
121170,横川山,X,O,X,,14343,
121169,指山,X,O,O,,14827,三俣山 (大分県)
121172,弓張岳,X,O,X,,14310,
121171,湯船山,X,O,O,,1033,湯船山
121173,湯村山,X,O,O,,14592,湯村山
121174,由良山,X,O,X,,2140,
121175,百合野山,X,O,X,,15192,
121176,養安寺台,X,X,O,,,妙興寺 (千葉市)
121178,要害山,X,O,X,,1262,
121177,要害山,X,O,X,,20064,
121179,横尾山,X,O,X,,3569,
121180,横隈山,X,O,X,,1765,
121182,横川山,X,X,X,,,
121181,横掛山,X,X,X,,,
121184,横倉山,X,O,O,,18944,横倉山
121183,横倉,X,X,X,,,
121186,横岳,X,X,X,,,
121185,横島山,X,O,X,,11773,
121187,横根山,X,X,X,,,
121188,横ノ森,X,X,O,,,三本杭
121189,横平山,X,O,X,,5213,
121190,横道,X,X,X,,,
121192,横峰山,X,X,X,,,
121191,横峰,X,X,X,,,
121194,横山,X,X,X,,,
121193,横棟山,X,X,X,,,
121195,横山,X,O,X,,6491,
121196,横山中岳,X,O,X,,14366,
121197,ヨシガ沢山,X,X,X,,,
121198,吉ヶ峰,X,X,O,,,太夫峰
121199,吉田岳,X,O,O,,16348,アポイ岳
121200,吉田山,X,O,X,,5971,
121201,寄沢ノ頭,X,X,X,,,
121202,四ッ倉,X,X,X,,,
121203,ヨナ沢ノ頭,X,X,X,,,
121204,米ヶ山,X,X,X,,,
121205,ヨモギ沢,X,X,X,,,
121206,蓬ノ頭,X,X,O,,,谷川岳
121207,雷神森,X,X,X,,,
121208,羅臼山,X,O,O,,411,羅臼山
121209,駱駝山,X,O,X,,14142,
121210,ラサウヌプリ,X,O,O,,15587,ラサウヌプリ
121211,ラッキベツ岳,X,O,O,,454,神威岳 (択捉島)
121212,蘭館山,X,X,X,,,
121213,乱杭野,X,X,X,,,
121214,竜尾,X,X,X,,,
121215,竜王山,X,O,X,,14605,
121216,竜王山,X,X,X,,,
121217,竜王山,X,X,X,,,
121218,竜王山,X,X,X,,,
121219,龍王山,X,O,X,,14588,
121220,竜ヶ馬場,X,X,O,,,竜ヶ馬場
121221,竜ヶ峰,X,X,X,,,
121222,竜ヶ峰,X,X,X,,,
121223,リュウゴッパナ,X,X,X,,,
121224,龍神山,X,X,X,,,
121225,竜頭峰,X,X,X,,,
121226,龍帽子山,X,X,X,,,
121227,三合落,X,X,O,,,両神山
121228,猟師岩山,X,O,O,,7077,猟師岩山
121229,両門ノ頭,X,X,X,,,
121230,輪川山,X,X,X,,,
121231,留茶留山,X,O,X,,3275,
121232,ルルイ岳,X,O,O,,426,ルルイ岳
121234,滑石山,X,X,X,,,
121233,連行峰,X,O,O,,5494,連行峰
121235,ロウソ山,X,X,X,,,
121236,六字ヶ嶺,X,X,X,,,
121237,六谷山,X,O,O,,9243,六谷山
121238,ロクロ天井,X,O,X,,6818,
121239,ロクロノ頭,X,X,O,,,ロクロノ頭
121240,六甲山,X,X,X,,,
121241,六石山,X,X,X,,,
121242,六方山,X,X,X,,,
121243,六本松,X,X,X,,,
121244,ロバの耳,X,X,X,,,
121245,諭山,X,X,X,,,
121246,論地山,X,O,X,,9987,
121247,若松山,X,X,X,,,
121248,若御子山,X,O,X,,7967,
121249,脇ノ沢山,X,X,X,,,
121250,和久山,X,X,X,,,
121251,和気山,X,X,X,,,
121252,ワサビ沢ノ頭,X,X,X,,,
121253,鷲ヶ峰,X,X,X,,,
121254,鷲ヶ峰,X,X,X,,,
121255,鷲倉山,X,X,O,,,浄土平
121256,鷲束山,X,X,X,,,
121257,鷲ノ巣山,X,X,X,,,
121258,渡戸山,X,X,X,,,
121259,和田山,X,X,X,,,
121260,和田山,X,X,X,,,
121261,和知富士,X,O,X,,5684,
121262,蕨野山,X,O,X,,5522,
121263,割坂,X,O,X,,523,
121264,割沢山頭,X,X,X,,,
121265,ワルサ峰,X,X,O,,,佐武流山
121266,悪谷ノ頭,X,X,X,,,
121267,湾漂山,X,X,X,,,
121268,ヲボソ山,X,X,X,,,
121269,有旅茶臼山,X,X,O,,,長野市茶臼山動物園
121270,小城頭,X,X,X,,,
121271,榊山,X,O,X,,14493,
121272,屠屋場山,X,X,X,,,
121273,中尾山,X,X,X,,,
121274,昔高森,X,X,X,,,
121275,湯舟沢山,X,X,O,,,恵那山
121276,宝篋山,X,O,O,,469,宝篋山
121277,禿の高,X,X,X,,,
121278,青波,X,X,X,,,
121279,祐向山,X,O,X,,950,
121280,三尾山,X,O,X,,15518,
121281,ゴンニャク,X,X,X,,,
121282,西川山出合,X,X,X,,,
121283,ナガザコ,X,X,X,,,
121284,岳山,X,O,X,,1791,
121285,本陣山,X,O,X,,15556,
121286,鹿遊,X,X,X,,,
121287,藤島山,X,O,X,,2162,
121288,瀬戸山,X,O,X,,3173,
121289,洞山,X,X,X,,,
121290,大西山,X,X,X,,,
121291,座光寺富士,X,O,X,,6274,
121292,仏岩,X,X,X,,,
121293,達磨山,X,X,X,,,
121294,城山,X,O,X,,3402,
121295,小菅山,X,X,X,,,
121296,割佐倉山,X,X,X,,,
121297,権現岩,X,X,X,,,
121298,衝立岩,X,X,X,,,
121299,浅間山,X,O,X,,7389,
121300,小室井山,X,O,X,,6859,
121301,高杉山,X,O,X,,744,
121302,船倉山,X,O,X,,14574,
121303,天狗岩,X,X,X,,,
121304,葛城山,X,O,X,,2233,
121305,愛宕山,X,X,X,,,
121306,鷲巣山,X,X,X,,,
121308,八石山,X,X,X,,,
121309,暮坂山,X,X,X,,,
121310,東谷山,X,X,X,,,
121311,四阿山,X,X,X,,,
121312,石尊山,X,X,X,,,
121313,秋葉山,X,X,X,,,
121314,唐沢山,X,X,X,,,
121315,岩平山,X,X,X,,,
121316,宇妻山,X,X,X,,,
121317,青山,X,X,X,,,
121318,御坊山,X,X,X,,,
121319,富士浅間山,X,X,O,,,浅間山
121320,アキヤ山,X,X,X,,,
121321,金花山,X,X,X,,,
121322,栗平山,X,X,X,,,
121323,笠岩,X,X,X,,,
121324,石尊山,X,X,X,,,
121325,西入,X,X,X,,,
121326,石尊山,X,X,O,,,浅間山
121327,石形山,X,X,X,,,
121328,大沢山,X,X,X,,,
121329,坂倉山,X,X,X,,,
121330,天狗山,X,X,X,,,
121331,竹山,X,X,X,,,
121332,梓山,X,X,X,,,
121333,烏帽子,X,X,X,,,
121334,城山,X,X,X,,,
121335,ヤガタ,X,X,X,,,
121336,石畦山,X,X,X,,,
121337,今朝丸山,X,X,X,,,
121338,かさっぱら,X,X,X,,,
121339,籠山,X,X,X,,,
121340,しれいた山,X,X,X,,,
121341,八幡山,X,O,X,,14957,
121342,鹿穴,X,X,X,,,
121343,阿梨山,X,O,X,,5378,
121344,金比羅山,X,X,X,,,
121345,桑原山,X,X,X,,,
121346,猿焼山,X,O,X,,5392,
121347,城ヶ丸,X,O,X,,9982,
121348,赤見山,X,X,X,,,
121349,愛宕山,X,O,X,,15270,
121350,次石山,X,X,X,,,
121351,城山,X,X,X,,,
121352,斑根石山,X,O,X,,9287,
121353,鳥屋山,X,O,X,,4388,
121354,北ノ峯,X,X,X,,,
121355,中岩,X,X,X,,,
121356,サル山,X,O,X,,11958,
121357,三石山,X,O,X,,10065,
121358,金沢山,X,X,X,,,
121359,マルボ山,X,X,X,,,
121360,猪倉山,X,X,O,,,鞍掛山 (栃木県)
121361,牧場山,X,X,X,,,
121362,石ざき山,X,X,X,,,
121363,大網山,X,O,X,,9979,
121364,逆川山,X,X,X,,,
121365,深岩山,X,X,X,,,
121366,大沢山,X,O,X,,14336,
121367,立石山,X,X,X,,,
121368,千渡山,X,X,X,,,
121369,飯山,X,X,X,,,
121370,駆足山,X,X,X,,,
121371,かわら山,X,O,X,,5253,
121372,石山,X,X,X,,,
121373,小倉山,X,X,X,,,
121374,赤塚山,X,O,X,,20054,
121375,塚越山,X,X,X,,,
121376,盗人岩,X,X,X,,,
121377,白山,X,O,X,,8095,
121378,継鹿尾山,X,O,O,,9881,日本モンキーパーク
121379,山星山,X,O,X,,14902,
121380,高根山,X,O,X,,14901,
121381,富士ヶ峰,X,X,X,,,
121382,風頭山,X,O,X,,7317,
121383,万灯山,X,O,X,,14543,
121384,茶臼山,X,O,X,,7855,
121385,御園富士,X,O,X,,9200,
121386,尾籠岩山,X,O,X,,8135,
121387,押山,X,O,X,,7580,
121388,焼松,X,X,X,,,
121389,高畑,X,X,X,,,
121390,鉛山,X,O,X,,14408,
121391,弓張山,X,O,O,,4068,弓張山地
121392,下の浅間山,X,O,X,,8188,
121393,風切山,X,O,X,,3625,
121394,腕扱山,X,O,X,,5761,
121395,西蔵,X,O,X,,5901,
121396,富士見岩,X,X,X,,,
121397,沖山赤城山,X,X,X,,,
121398,小夜戸山,X,X,X,,,
121399,高倉山,X,X,X,,,
121400,三本木山,X,X,X,,,
121401,建岩,X,X,X,,,
121402,東岳,X,O,X,,3952,
121403,鶴峯山,X,X,X,,,
121404,物見山,X,X,X,,,
121405,物見岩,X,X,X,,,
121406,雨宮山,X,O,X,,20087,
121407,鎌抜山,X,X,X,,,
121408,岩山,X,X,X,,,
121409,古嶽山,X,O,X,,14441,
121410,伊勢山,X,X,X,,,
121411,黒仁田山,X,X,X,,,
121412,カラカラ山,X,X,X,,,
121413,小幡富士,X,X,X,,,
121414,イデミ,X,X,X,,,
121415,鍋足沢ノ頭,X,X,X,,,
121416,カラスノネド,X,X,X,,,
121417,セバトノ頭,X,X,X,,,
121418,満天山,X,X,X,,,
121419,榛名旭岳,X,O,X,,7017,
121420,上城山,X,X,X,,,
121421,穴山,X,X,X,,,
121422,大箕山,X,X,X,,,
121423,舟留,X,X,X,,,
121424,高水山,X,X,X,,,
121425,カイト山,X,X,X,,,
121426,ソデガヤ,X,X,X,,,
121427,ボンデン山,X,X,X,,,
121428,トヤノツムジ,X,X,X,,,
121429,又尾山,X,X,X,,,
121430,三岐山,X,X,X,,,
121431,石尊山,X,O,X,,13993,
121432,若御子山,X,O,X,,13996,
121433,土坂山,X,X,X,,,
121434,城山,X,X,X,,,
121435,高壺山,X,O,X,,7190,
121436,太郎四郎山,X,X,X,,,
121438,源五郎山,X,O,X,,5311,
121437,羽毛山,X,X,X,,,
121439,日向山,X,X,X,,,
121440,高山御嶽山,X,X,X,,,
121441,布引山,X,X,X,,,
121442,笹山,X,X,X,,,
121443,牛首,X,X,X,,,
121444,池ノ鳥屋,X,X,X,,,
121445,雨乞山,X,O,X,,20131,
121446,御止山,X,X,X,,,
121447,前山,X,O,X,,3053,
121448,山田山,X,X,X,,,
121449,榛名山,X,X,X,,,
121450,御神楽山,X,X,X,,,
121451,鳩の峰,X,X,X,,,
121452,高松,X,O,X,,14342,
121453,貝吹鳥屋,X,X,X,,,
121454,高鳥屋,X,O,X,,8133,
121455,オオボッチ,X,X,X,,,
121456,南高岡浅間山,X,X,X,,,
121458,原仁田ノ頭,X,X,X,,,
121457,鞍掛山,X,X,X,,,
121459,知ノ岳,X,O,X,,1274,
121460,猪子山,X,O,X,,14517,
121462,野山,X,O,X,,14846,
121461,山王山,X,O,X,,1117,
121463,天池山,X,O,X,,15390,
121464,八幡山,X,O,X,,15254,
121465,玄藩山,X,O,X,,3733,
121466,助戸東山,X,O,X,,15288,
121467,福徳山,X,O,X,,15250,
121468,どんどん山,X,X,X,,,
121469,八幡山,X,O,X,,3750,
121470,岩井山,X,O,X,,15251,
121471,明神山,X,O,X,,3751,
121472,官公山,X,O,X,,2914,
121473,途中山,X,O,X,,2915,
121474,向山,X,O,X,,1338,
121475,大明神山,X,O,X,,6570,
121476,中岳,X,O,X,,5303,
121477,岩舟三谷山,X,X,X,,,
121478,大長山,X,O,X,,4848,
121479,西村山,X,O,X,,4849,
121480,剣先,X,O,X,,15164,
121481,上海岳,X,X,X,,,
121483,前山,X,X,X,,,
121484,石生山,X,X,X,,,
121485,中岳,X,X,X,,,
121486,追分山,X,X,X,,,
121487,飛倉山,X,X,X,,,
121488,内ノ外山,X,X,X,,,
121489,女鹿岳,X,O,X,,5248,
121490,中禅寺山,X,O,X,,3926,
121491,湯西明神,X,X,X,,,
121492,日向明神,X,X,X,,,
121493,鈴ヶ岳,X,X,X,,,
121494,高倉山本峰,X,O,X,,4838,
121495,波遊山,X,X,X,,,
121497,横場山,X,X,X,,,
121496,奥水山,X,X,X,,,
121498,背戸山,X,X,X,,,
121499,風雨雷山,X,O,X,,7874,
121500,三峰山,X,X,X,,,
121502,日の出岩,X,O,X,,40,
121503,政次郎ノ頭,X,X,O,,,丹沢山地
121504,峠山,X,O,X,,8194,
121505,立神山,X,O,X,,15131,
121506,千石平,X,O,X,,2866,
121508,扇山,X,O,X,,1911,
121509,遠見山,X,O,X,,3021,
121510,比麻奈山,X,O,O,,9385,ニセイカウシュッペ山
121511,五枚山,X,X,X,,,
121512,西光峰,X,X,X,,,
121513,うつろぎ山,X,O,X,,5937,
121514,大水ノ森,X,X,X,,,
121515,地蔵山,X,O,X,,2722,
121516,八州ヶ峰,X,X,X,,,
121517,三ツ尾,X,X,X,,,
121518,五里山,X,X,X,,,
121519,大竹山,X,X,X,,,
121520,マッコウ,X,X,X,,,
121521,大地山,X,X,X,,,
121522,オオヒラ山,X,X,X,,,
121523,大槌島,X,X,X,,,
121524,ノボット,X,X,X,,,
121525,トヨニ岳北峰,X,X,O,,,トヨニ岳
121526,真弓沢山,X,X,X,,,
121527,粟野山,X,X,X,,,
121528,戸蓋山,X,X,X,,,
121529,両詰山,X,X,X,,,
121531,瞽女ヶ岳,X,X,X,,,
121530,狩倉槍ヶ岳,X,X,X,,,
121532,釜ノ沢五峰,X,X,X,,,
121533,倉明山,X,X,X,,,
121534,関八州見晴台,X,O,X,,4030,
121535,子ノ山,X,O,X,,16291,
121536,淡雪山,X,O,X,,3024,
121537,八王子山,X,O,X,,14591,
121538,天狗山,X,O,X,,5211,
121539,小松山,X,O,X,,15479,
121540,夢見山,X,O,O,,20204,愛宕山 (甲府市)
121541,大笠山,X,O,O,,4818,愛宕山 (甲府市)
121542,学文峰,X,X,X,,,
121543,舩谷山,X,O,O,,11295,深山 (大阪府・京都府)
121544,鬼山,X,O,X,,1899,
121545,日向倉,X,X,X,,,
121546,竜蓋山,X,X,X,,,
121547,龍蓋山,X,O,X,,20097,
121548,高館山,X,X,O,,,高館山
121549,高富士山,X,O,X,,5854,
121550,鷲の巣山,X,O,X,,7257,
121551,上高塚山,X,O,X,,2292,
121552,障子岩,X,X,X,,,
121553,ユズナ山,X,X,X,,,
121554,前黒森,X,X,X,,,
121555,トヤ山,X,O,X,,10063,
121556,奥つくばね山,X,O,X,,9489,
121557,竜王山,X,X,O,,,中津峰山
121558,浅間山,X,O,O,,6888,浅間山 (茨城県)
121559,権現山,X,O,X,,9677,
121561,湯ノ沢山,X,X,X,,,
121560,弁天山,X,X,X,,,
121563,大小山,X,O,O,,2777,大小山
121562,琴平山,X,X,X,,,
121564,馬打山,X,O,X,,15426,
121565,つつじ山,X,O,X,,15296,
121566,南陽山,X,X,X,,,
121567,寺山,X,O,X,,3749,
121568,正頂山,X,X,O,,,赤城山
121569,石尊山,X,X,X,,,
121570,東山,X,O,X,,5077,
121571,あわぎ山,X,O,X,,3748,
121572,天神山,X,O,O,,5078,太田天神山古墳
121573,羽黒山,X,X,X,,,
121574,御堂山,X,O,X,,15330,
121575,奥山,X,O,X,,1116,
121576,わたごさま,X,X,X,,,
121577,どんつく山,X,O,X,,20198,
121578,二十丁山,X,X,X,,,
121579,雷電山,X,X,X,,,
121580,須永山,X,O,X,,4928,
121581,雷電山,X,O,X,,20196,
121583,三日月山,X,X,X,,,
121582,天道山,X,O,X,,15293,
121584,五十部東山,X,O,X,,5081,
121585,西山,X,O,X,,10620,
121586,内郷山,X,O,X,,5083,
121587,本覚山,X,X,X,,,
121588,湯殿山,X,O,X,,14845,
121589,雷電山,X,O,X,,15290,
121590,要害山,X,O,X,,14191,
121591,鏡山,X,O,X,,14844,
121592,観音山,X,X,X,,,
121593,稲荷山,X,X,X,,,
121595,高尾山,X,O,X,,20202,
121594,浅間山,X,X,X,,,
121596,飯縄山,X,O,X,,2351,
121597,妙見山,X,O,X,,3792,
121598,新田山,X,X,X,,,
121599,浅間山,X,X,X,,,
121600,山川浅間山,X,O,X,,15295,
121601,愛宕山,X,O,X,,3786,
121602,三葉つつじ山,X,X,X,,,
121603,上浅間山,X,O,X,,16663,
121604,山崎山,X,O,X,,15291,
121605,雷電山,X,O,X,,3789,
121606,荒神山,X,O,X,,15294,
121607,立岩山,X,X,X,,,
121608,多田木山,X,O,X,,15253,
121609,水道山,X,O,X,,15292,
121611,西場観音山,X,X,X,,,
121610,稲荷山,X,O,X,,20201,
121612,菅東山,X,O,X,,4825,
121614,尻無山,X,O,X,,9071,
121615,堂山,X,O,X,,20200,
121616,岡崎山,X,O,X,,15252,
121617,船頭山,X,O,X,,15107,
121618,流山,X,O,X,,15306,
121619,女浅間山,X,X,X,,,
121620,おとか山,X,X,X,,,
121621,相生山,X,O,O,,15307,相生山
121622,愛宕山,X,O,X,,20044,
121623,台山,X,O,X,,20199,
121624,藤本観音山,X,X,O,,,藤本観音山古墳
121625,離山,X,X,X,,,
121626,羽刈観音山,X,X,X,,,
121627,小曽根浅間山,X,X,X,,,
121628,愛宕山,X,O,X,,15093,
121629,八幡峰,X,X,X,,,
121630,三ッ戸谷山,X,X,X,,,
121631,温坊,X,X,X,,,
121632,大広山,X,X,X,,,
121633,切間の八,X,X,X,,,
121634,諾矩羅山,X,X,X,,,
121635,桜山,X,X,X,,,
121636,道方山,X,X,X,,,
121638,高松山,X,O,X,,20166,
121637,座佐の高,X,X,X,,,
121640,三界岳,X,X,X,,,
121639,藤助森,X,X,O,,,八幡平
121641,熊ノ沢山,X,X,X,,,
121642,赤柴山,X,X,X,,,
121644,蓬萊山,X,X,X,,,
121643,大倉山,X,X,X,,,
121646,嘉多山,X,O,X,,15271,
121645,平群山,X,X,X,,,
121647,赤谷山,X,O,X,,3613,
121648,波佐利山,X,O,X,,2436,
121649,三国平,X,O,X,,6484,
121650,杉山,X,O,X,,3614,
121651,大甲山,X,O,X,,5426,
121652,三辻山,X,O,O,,4658,雪彦山
121653,銅山,X,O,O,,1463,生野銀山
121654,深山,X,O,X,,15522,
121655,水剣山,X,O,X,,14945,
121656,水上山,X,X,X,,,
121658,岩谷山,X,O,X,,4053,
121657,五蔵山,X,X,X,,,
121659,日ノ原山,X,O,X,,9643,
121660,行者山,X,O,X,,4054,
121661,笠ヶ城山,X,O,X,,4052,
121662,母栖山,X,O,X,,4051,
121664,花咲山,X,O,X,,4050,
121663,宮山,X,O,X,,3608,
121666,高取山,X,X,X,,,
121665,篠の丸,X,O,O,,3607,篠ノ丸城
121667,城山,X,O,X,,3609,
121668,禅師山,X,O,X,,3606,
121669,南山,X,O,X,,3605,
121670,大平山,X,O,X,,6548,
121672,猿羽根山,X,O,X,,5181,
121671,米太平山,X,O,X,,20160,
121673,樽石山,X,O,X,,882,
121674,北山,X,O,X,,6569,
121675,熊野山,X,O,X,,20159,
121676,十分一山,X,O,X,,8428,
121678,雲母峰Ⅱ峰,X,X,O,,,雲母峰
121677,各務原権現山,X,O,O,,14320,各務原アルプス
121679,障子岩山,X,X,X,,,
121680,横畑,X,X,X,,,
121681,物見山,X,X,X,,,
121682,東大桁山,X,X,X,,,
121683,観音山,X,X,X,,,
121684,オウミ山,X,X,X,,,
121686,戸土山,X,X,X,,,
121685,上ノ山,X,X,X,,,
121687,樽ノ上山,X,X,X,,,
121688,赤仁田山,X,X,X,,,
121690,テング,X,X,X,,,
121689,熊穴,X,X,X,,,
121691,スガワラ山,X,X,X,,,
121692,金比羅山,X,X,X,,,
121693,野栗沢諏訪山,X,X,X,,,
121694,鎌ヶ山,X,X,X,,,
121695,ツバクラ山,X,X,X,,,
121696,高尾,X,X,X,,,
121697,大峠,X,X,X,,,
121698,スゲノ沢ノ頭,X,X,O,,,日本航空123便墜落事故
121699,横見山,X,X,X,,,
121700,小唐沢山,X,X,X,,,
121701,吾妻山,X,O,X,,12078,
121702,タコチバ山,X,O,X,,20207,
121703,茶臼山,X,O,X,,14205,
121704,落禿,X,X,O,,,烏帽子山 (徳島県)
121705,両見山,X,X,O,,,両神山
121706,大潟富士,X,O,O,,7013,大潟富士
121707,岩崎山,X,X,X,,,
121708,立岩山,X,O,X,,7250,
121709,男天ヶ岳,X,O,X,,2845,
121710,登岐山,X,O,X,,8055,
121711,六郎小屋山,X,O,X,,3020,
121712,勘太郎山,X,X,X,,,
121713,梯子坂ノ頭,X,X,X,,,
121714,七種槍,X,X,O,,,七種山
121715,女岳,X,O,X,,17951,
121716,田曽浦浅間山,X,X,X,,,
121717,春木山,X,O,X,,4573,
121718,城山,X,X,X,,,
121719,宮山,X,X,X,,,
121720,ハライド,X,O,X,,2076,
121721,浅間山,X,X,X,,,
121722,1967峰,X,X,O,,,1967峰
121723,摺鉢山,X,X,X,,,
121724,谷地山,X,X,X,,,
121725,夜越山,X,X,X,,,
121726,松森山,X,O,O,,8517,八甲田山
121728,不習岳,X,O,X,,910,
121727,笹森山,X,X,X,,,
121730,鋸山,X,O,X,,8696,
121729,行者岳,X,O,X,,7626,
121731,鎌倉山,X,O,X,,3596,
121732,神社山,X,O,X,,9194,
121733,北広山,X,O,O,,7183,島松山
121734,野牛山,X,O,O,,6116,野牛山
121735,倉門山,X,O,X,,14866,
121736,弥次ノ平,X,X,X,,,
121737,登谷山,X,X,X,,,
121738,姫篠,X,X,X,,,
121739,烏帽子岩,X,O,X,,7703,
121740,大台山,X,O,X,,1003,
121741,白渚浅間山,X,O,X,,15242,
121742,男金山,X,O,X,,15239,
121744,高天神,X,X,X,,,
121743,鹿路峰,X,O,X,,15223,
121745,嶺岡大塚山,X,O,O,,2624,烏場山
121746,嵯峨山,X,O,O,,1005,嵯峨山 (千葉県)
121747,安房高山,X,O,X,,20027,
121748,平塚山,X,O,X,,3559,
121749,立石山,X,O,X,,15243,
121750,貝渚浅間山,X,O,X,,15241,
121751,女夫石山,X,O,X,,3560,
121752,栂の頭,X,X,X,,,
121753,岩戸山,X,O,X,,4873,
121754,小淵山,X,O,X,,4872,
121755,丸山,X,X,X,,,
121756,八幡山,X,X,X,,,
121757,灯明山,X,O,X,,15000,
121758,石仏山,X,O,X,,4730,
121759,大弥山,X,O,X,,20156,
121760,十文字山,X,O,X,,3001,
121761,金蔵山,X,O,X,,9177,
121762,大嶽,X,X,X,,,
121763,大津山,X,O,X,,6303,
121764,金毘羅山,X,X,X,,,
121765,龍王山,X,X,X,,,
121766,鎮山,X,O,X,,7560,
121768,遠見場山,X,O,X,,8716,
121767,遠見山,X,X,X,,,
121769,知林ヶ島,X,X,X,,,
121770,天狗高原,X,X,O,,,天狗高原
121771,奥神賀山,X,O,X,,14309,
121772,稗ノ山,X,O,X,,7443,
121774,文台山,X,O,X,,10075,
121773,岩茸山,X,O,X,,4401,
121775,櫃山,X,X,X,,,
121776,高戸谷山,X,X,X,,,
121777,入馬山,X,O,X,,5312,
121778,桜山,X,O,X,,1719,
121779,見城,X,O,X,,6689,
121780,雨乞山,X,O,X,,6624,
121781,富士居山,X,O,X,,15066,
121782,向山,X,O,X,,15069,
121783,大峰,X,X,X,,,
121784,牛松山,X,O,X,,6605,
121785,和熊岳,X,X,X,,,
121786,笠つぶれ山,X,X,X,,,
121788,雲雀沢ノ頭,X,X,X,,,
121787,霧隠峰,X,X,X,,,
121789,増尾山,X,X,X,,,
121790,又五郎山,X,X,X,,,
121791,信綱寺山,X,X,X,,,
121792,天狗岩,X,X,X,,,
121794,高平山,X,X,X,,,
121793,剣岩山,X,X,X,,,
121795,根本山,X,O,O,,2372,根本山
121796,愛宕山,X,X,X,,,
121797,雷電山,X,X,X,,,
121798,金毘羅山,X,X,X,,,
121799,奈良原岳,X,X,O,,,奈良原岳
121800,屛風岳,X,X,X,,,
121801,京戸山,X,X,X,,,
121802,男体山,X,X,X,,,
121804,元田富士,X,X,X,,,
121803,御嶽山,X,X,X,,,
121806,琴平山,X,X,X,,,
121805,河内十二天山,X,X,X,,,
121807,観音山,X,X,O,,,綿貫観音山古墳
121808,雨乞山,X,O,X,,4700,
121809,御嶽山,X,O,X,,20129,
121810,旗鉾山,X,X,X,,,
121812,延命山,X,X,X,,,
121811,天狗山,X,X,X,,,
121813,龍階山,X,X,X,,,
121814,大谷山,X,X,X,,,
121815,柊山,X,X,X,,,
121816,稲田山,X,X,X,,,
121818,鏡台山,X,X,X,,,
121819,陶ヶ岳,X,O,X,,14433,
121820,西の峰,X,X,X,,,
121821,伯耆山,X,X,X,,,
121822,竹ノ茅山,X,X,X,,,
121823,堂所山,X,X,X,,,
121824,大鷹岩,X,X,X,,,
121825,鷹止山,X,X,X,,,
121826,三ッ石山,X,X,X,,,
121827,高岩の頭,X,X,X,,,
121828,釜伏山,X,X,X,,,
